Designation (and name),Prov. Des.,q,Q,EMoid,H,Epoch,M,Peri.,Node,Incl.,e,a,Opps.,Ref.,"Discovery date, site and discoverer(s)"
-414286,2008 OC6,0.739,1.107,0.03060,18.6,20170216,139.6,295.9,177.6,21.8,0.199,0.923,4,MPO 346138,2008/07/29 G96 Mt. Lemmon Survey
-413577,2005 UL5,0.403,1.470,0.00617,20.3,20170216,71.4,127.8,58.9,14.3,0.570,0.936,6,MPO 373308,2005/10/27 704 LINEAR
-413563,2005 TG45,0.428,0.935,0.19705,17.6,20170216,286.6,230.4,273.5,23.3,0.372,0.681,5,MPO 311709,2005/10/05 703 CSS
-413260,2003 TL4,0.480,1.073,0.02473,19.4,20170216,42.6,321.9,220.1,12.2,0.382,0.777,6,MPO 392084,2003/10/13 704 LINEAR
-408982,2002 SP,0.361,1.448,0.19513,20.8,20170216,160.5,169.4,350.9,20.8,0.600,0.905,4,MPO 322027,2002/09/20 644 NEAT
-403775,2011 HS4,0.300,1.577,0.00602,21.0,20170216,231.2,314.2,117.6,5.5,0.680,0.938,5,MPO 301212,2011/04/26 G96 Mt. Lemmon Survey
-401954,2002 RW25,0.589,1.062,0.01612,18.8,20170216,309.8,71.6,92.1,1.3,0.287,0.825,4,MPO 311174,2002/09/05 704 LINEAR
-401885,2001 RV17,0.601,1.228,0.09752,20.5,20170216,81.7,4.6,153.9,7.5,0.342,0.915,5,MPO 353393,2001/09/11 699 LONEOS
-398188,2010 LE15,0.628,1.101,0.02261,19.5,20170216,288.0,328.7,134.3,13.2,0.274,0.864,4,MPO 303271,2010/06/03 C51 WISE
-396593,2001 HC,0.438,1.311,0.10442,19.0,20170216,236.9,28.2,32.6,23.7,0.499,0.875,5,MPO 315094,2001/04/16 704 LINEAR
-394392,2007 EP88,0.096,1.579,0.14274,18.5,20170216,99.8,47.0,328.6,20.8,0.886,0.837,6,MPO 380180,2007/03/15 E12 Siding Spring Survey
-390725,2003 HB,0.526,1.173,0.04634,19.7,20170216,63.8,306.7,70.4,18.1,0.381,0.850,5,MPO 297768,2003/04/21 704 LINEAR
-388189,2006 DS14,0.573,1.154,0.15490,20.5,20170216,43.1,187.5,162.3,26.5,0.337,0.864,4,MPO 294752,2006/02/24 703 CSS
-387816,2004 FM17,0.664,1.107,0.05934,19.5,20170216,9.7,196.5,169.9,6.8,0.250,0.885,5,MPO 297758,2004/03/26 704 LINEAR
-387733,2003 GS,0.698,1.088,0.08603,18.9,20170216,322.9,181.8,196.2,12.0,0.218,0.893,5,MPO 311135,2003/04/04 699 LONEOS
-380818,2005 YV128,0.450,1.396,0.15420,20.6,20170216,278.3,191.8,127.7,14.1,0.512,0.923,7,MPO 380166,2005/12/30 E12 Siding Spring Survey
-380636,2004 XN14,0.683,1.179,0.00405,19.7,20170216,74.9,115.7,120.9,10.7,0.266,0.931,5,MPO 281824,2004/12/10 703 CSS
-378160,2006 WX1,0.641,1.192,0.02985,19.5,20170216,49.5,290.9,328.0,11.6,0.300,0.917,5,MPO 353296,2006/11/19 703 CSS
-376848,2001 RY47,0.550,1.263,0.08177,19.4,20170216,58.2,214.0,11.2,17.6,0.393,0.907,4,MPO 274089,2001/09/15 644 NEAT
-369986,1998 SO,0.220,1.243,0.19866,20.6,20170216,346.4,359.9,176.1,30.3,0.699,0.731,6,MPO 273822,1998/09/16 691 Spacewatch
-368184,2000 RN77,0.648,1.253,0.10727,19.5,20170216,93.0,211.7,312.8,16.1,0.318,0.951,5,MPO 315071,2000/09/08 704 LINEAR
(367943) Duende,2012 DA14,0.829,0.992,0.00103,24.0,20170216,19.8,195.6,147.0,11.6,0.089,0.910,2,MPO 297749,2012/02/23* J75 OAM
-365449,2010 NJ1,0.445,1.492,0.15475,20.5,20170216,59.1,358.5,128.3,11.2,0.541,0.968,7,MPO 391890,2010/07/03 C51 WISE
-365424,2010 KX7,0.821,1.159,0.03273,21.9,20170216,48.3,61.9,46.5,21.5,0.171,0.990,4,MPO 261522,2010/05/16 C51 WISE
-364136,2006 CJ,0.166,1.187,0.02591,20.2,20170216,109.4,29.6,303.3,10.2,0.755,0.677,5,MPO 377244,2006/02/01 E12 Siding Spring Survey
-363505,2003 UC20,0.518,1.044,0.03517,18.1,20170216,230.1,59.7,188.4,3.8,0.337,0.781,9,MPO 353200,2003/10/21 704 LINEAR
-363027,1998 ST27,0.385,1.254,0.00943,19.5,20170216,156.4,322.5,197.6,21.1,0.530,0.819,7,MPO 356883,1998/09/24 704 LINEAR
-360502,2003 EO16,0.701,1.168,0.13605,20.5,20170216,340.5,167.9,178.0,13.2,0.250,0.934,4,MPO 258575,2003/03/09* 699 LONEOS
-348306,2005 AY28,0.375,1.370,0.03567,21.5,20170216,183.3,155.9,117.5,5.9,0.570,0.872,5,MPO 291974,2005/01/15 704 LINEAR
-345722,2007 BG29,0.554,1.111,0.08820,18.2,20170216,309.2,245.1,61.0,18.5,0.335,0.833,6,MPO 377206,2007/01/21 704 LINEAR
-345705,2006 VB14,0.444,1.090,0.07903,18.6,20170216,286.7,346.4,258.7,31.0,0.421,0.767,6,MPO 391775,2006/11/15 703 CSS
-344074,1997 UH9,0.436,1.224,0.22412,18.7,20170216,358.6,180.9,42.4,25.5,0.475,0.830,8,MPO 391762,1997/10/29 566 NEAT
-341843,2008 EV5,0.878,1.038,0.01277,20.0,20170216,3.4,234.8,93.4,7.4,0.083,0.958,3,MPO 245786,2008/03/04 G96 Mt. Lemmon Survey
-340666,2006 RO36,0.697,1.116,0.11146,17.8,20170216,167.2,261.1,271.0,23.9,0.231,0.906,6,MPO 315019,2006/09/15 704 LINEAR
-338292,2002 UA31,0.410,1.188,0.19149,19.0,20170216,178.5,358.7,209.3,30.7,0.487,0.799,6,MPO 315018,2002/10/31 704 LINEAR
-337248,2000 RH60,0.371,1.281,0.17562,20.0,20170216,139.5,354.4,177.9,19.6,0.551,0.826,6,MPO 356795,2000/09/05 699 LONEOS
-333889,1998 SV4,0.292,1.341,0.33552,18.1,20170216,146.9,359.5,177.3,53.3,0.642,0.816,10,MPO 373026,1998/09/19 704 LINEAR
-333478,2004 SD20,0.468,1.282,0.18110,18.2,20170216,308.5,94.4,46.6,21.3,0.465,0.875,5,MPO 276998,2004/09/21 E12 Siding Spring Survey
-329915,2005 MB,0.204,1.766,0.06836,17.1,20170216,67.2,42.8,88.6,41.4,0.793,0.985,9,MPO 315002,2005/06/16 E12 Siding Spring Survey
-329437,2002 OA22,0.708,1.163,0.03501,19.4,20170216,165.4,318.6,174.1,6.9,0.243,0.935,7,MPO 311012,2002/07/30 644 NEAT
(326290) Akhenaten,1998 HE3,0.492,1.266,0.00343,21.8,20170216,195.9,309.4,53.5,3.4,0.440,0.879,7,MPO 377111,1998/04/21 683 R. A. Tucker
-325395,2009 CQ5,0.847,1.018,0.04843,17.6,20170216,4.1,118.2,278.7,18.7,0.091,0.933,4,MPO 225499,2009/02/14 703 CSS
-325102,2008 EY5,0.234,1.019,0.07900,20.1,20170216,163.2,106.5,245.6,5.1,0.627,0.626,7,MPO 291900,2008/03/04 E12 Siding Spring Survey
-322756,2001 CK32,0.448,1.003,0.07766,19.0,20170216,116.2,234.1,109.4,8.1,0.383,0.725,6,MPO 291900,2001/02/13 704 LINEAR
-315098,2007 EX,0.508,1.235,0.12521,16.9,20170216,193.0,78.8,297.5,18.7,0.418,0.872,7,MPO 379995,2007/03/10 E12 Siding Spring Survey
-313276,2002 AX1,0.403,1.357,0.15897,19.7,20170216,208.6,25.4,294.7,33.0,0.542,0.880,7,MPO 368155,2002/01/06 704 LINEAR
-312070,2007 TA19,0.468,1.440,0.01958,19.4,20170216,94.8,58.0,181.2,22.6,0.509,0.954,6,MPO 248669,2007/10/09 E12 Siding Spring Survey
-311554,2006 BQ147,0.474,1.166,0.06965,18.7,20170216,107.8,153.2,146.8,24.4,0.422,0.820,5,MPO 368138,2006/01/31 E12 Siding Spring Survey
-310842,2003 AK18,0.540,1.213,0.05632,19.7,20170216,183.5,23.8,301.7,7.4,0.384,0.877,5,MPO 254641,2003/01/07 704 LINEAR
-310442,2000 CH59,0.498,1.228,0.02323,19.9,20170216,243.0,109.3,213.9,3.3,0.423,0.863,5,MPO 368127,2000/02/06 704 LINEAR
-309662,2008 EE,0.773,1.189,0.13686,19.8,20170216,275.5,332.4,343.6,16.2,0.212,0.981,5,MPO 281578,2008/03/01 704 LINEAR
-309214,2007 LL,0.810,1.151,0.08372,20.4,20170216,134.5,211.5,247.1,10.1,0.174,0.981,4,MPO 212748,2007/06/08 703 CSS
-308242,2005 GO21,0.497,1.009,0.04407,16.5,20170216,262.6,156.6,272.7,24.9,0.340,0.753,8,MPO 386275,2005/04/01 E12 Siding Spring Survey
-307918,2004 EU9,0.436,1.325,0.16710,18.9,20170216,357.7,202.4,161.1,28.6,0.505,0.880,6,MPO 314892,2004/03/15 704 LINEAR
-306383,1993 VD,0.393,1.359,0.01703,21.6,20170216,239.5,253.8,2.6,2.1,0.551,0.876,6,MPO 248662,1993/11/09 691 Spacewatch
-303250,2004 RU10,0.310,1.498,0.10574,18.2,20170216,354.5,65.2,119.0,15.9,0.657,0.904,7,MPO 391574,2004/09/07 704 LINEAR
-302169,2001 TD45,0.177,1.416,0.02733,19.9,20170216,279.4,212.4,30.3,25.4,0.777,0.797,7,MPO 276928,2001/10/15 704 LINEAR
-297418,2000 SP43,0.433,1.190,0.01904,18.6,20170216,255.1,224.4,350.6,10.3,0.467,0.811,8,MPO 338943,2000/09/25 704 LINEAR
-289227,2004 XY60,0.130,1.150,0.19481,18.9,20170216,134.1,130.8,122.6,23.8,0.797,0.640,4,MPO 248608,2004/12/14 E12 Siding Spring Survey
-288592,2004 JW20,0.418,1.488,0.09883,20.5,20170216,357.5,207.5,235.2,14.7,0.561,0.953,5,MPO 203469,2004/05/15 704 LINEAR
-286079,2001 TW1,0.432,1.391,0.14843,19.2,20170216,323.8,208.8,27.4,31.3,0.526,0.911,7,MPO 372767,2001/10/09 704 LINEAR
-281375,2008 JV19,0.741,1.230,0.04118,20.8,20170216,90.2,310.5,142.0,7.2,0.248,0.986,8,MPO 386178,2008/05/08 703 CSS
-277830,2006 HR29,0.726,1.246,0.09400,20.7,20170216,116.2,212.6,232.6,9.5,0.264,0.986,10,MPO 386162,2006/04/24 E12 Siding Spring Survey
-276770,2004 HC,0.317,1.262,0.09261,19.8,20170216,350.3,159.4,203.0,29.0,0.599,0.789,5,MPO 254494,2004/04/16 704 LINEAR
-264357,2000 AZ93,0.478,1.016,0.02061,21.0,20170216,355.2,8.0,277.4,8.6,0.360,0.747,4,MPO 190791,2000/01/07 704 LINEAR
-262623,2006 WY2,0.656,1.311,0.25386,18.6,20170216,293.4,159.9,99.9,27.6,0.333,0.983,10,MPO 391357,2006/11/17 E12 Siding Spring Survey
-260277,2004 TR12,0.708,1.083,0.09602,18.2,20170216,333.6,77.8,155.4,19.4,0.210,0.895,5,MPO 372680,2004/10/07 E12 Siding Spring Survey
-252399,2001 TX44,0.397,1.352,0.00849,19.2,20170216,129.4,136.0,57.8,15.2,0.546,0.875,6,MPO 310667,2001/10/11 704 LINEAR
-250680,2005 QC5,0.568,1.219,0.04726,19.8,20170216,34.7,108.7,48.1,9.5,0.365,0.893,6,MPO 391313,2005/08/26 E12 Siding Spring Survey
-247517,2002 QY6,0.246,1.388,0.10580,19.7,20170216,30.7,355.4,164.2,12.8,0.699,0.817,7,MPO 391297,2002/08/16 704 LINEAR
-242191,2003 NZ6,0.403,1.184,0.06606,19.0,20170216,349.0,311.6,124.6,18.2,0.492,0.793,7,MPO 356457,2003/07/09 704 LINEAR
-234341,2001 FZ57,0.374,1.515,0.15730,18.9,20170216,328.1,340.0,22.1,20.7,0.604,0.944,8,MPO 270929,2001/03/21 699 LONEOS
-234145,2000 EW70,0.636,1.239,0.00992,21.3,20170216,135.0,125.6,178.2,5.4,0.321,0.938,4,MPO 172496,2000/03/09 704 LINEAR
-230111,2001 BE10,0.519,1.127,0.04049,19.1,20170216,306.6,30.6,297.8,17.5,0.369,0.823,6,MPO 376569,2001/01/18 704 LINEAR
-216523,2001 HY7,0.537,1.290,0.03521,20.6,20170216,170.7,211.2,205.1,5.2,0.412,0.914,7,MPO 385940,2001/04/18 704 LINEAR
-215442,2002 MQ3,0.663,1.164,0.13447,18.5,20170216,72.3,346.9,109.1,36.3,0.274,0.914,6,MPO 385936,2002/06/30 704 LINEAR
-209215,2003 WP25,0.869,1.109,0.02208,24.2,20170216,302.3,226.4,40.8,2.6,0.121,0.989,6,MPO 152955,2003/11/21 691 Spacewatch
-208023,1999 AQ10,0.714,1.154,0.00597,20.4,20170216,216.7,300.5,327.1,6.5,0.236,0.934,5,MPO 391078,1999/01/14 704 LINEAR
-203471,2002 AU4,0.536,1.175,0.08810,19.3,20170216,206.5,205.2,99.5,17.2,0.374,0.855,5,MPO 257885,2002/01/08 704 LINEAR
-202683,2006 US216,0.279,0.995,0.04421,19.8,20170216,229.1,56.3,193.3,3.4,0.562,0.637,6,MPO 217645,2006/10/30 G96 Mt. Lemmon Survey
-199003,2005 WJ56,0.813,1.105,0.02152,18.1,20170216,148.6,297.7,288.1,21.6,0.152,0.959,4,MPO 145519,2005/11/29 704 LINEAR
-188174,2002 JC,0.499,1.139,0.09234,17.4,20170216,160.9,306.9,69.4,40.9,0.391,0.819,8,MPO 297187,2002/05/01 704 LINEAR
-187026,2005 EK70,0.830,1.090,0.09521,17.3,20170216,32.8,347.1,329.8,30.0,0.135,0.960,7,MPO 214788,2005/03/08 704 LINEAR
-168044,2005 SG,0.703,1.259,0.20114,19.0,20170216,4.8,205.5,23.5,34.8,0.283,0.981,6,MPO 164140,2005/09/21 E12 Siding Spring Survey
-164294,2004 XZ130,0.337,0.898,0.09567,20.4,20170216,207.9,5.2,211.4,3.0,0.455,0.618,4,MPO 310260,2004/12/13 568 D. J. Tholen
-164202,2004 EW,0.712,1.264,0.02356,20.8,20170216,150.0,56.1,343.0,4.7,0.279,0.988,9,MPO 345289,2004/03/13 703 CSS
-163899,2003 SD220,0.653,1.002,0.01937,17.3,20170216,60.8,326.5,274.1,8.5,0.211,0.828,8,MPO 372193,2003/09/29 699 LONEOS
(163693) Atira,2003 CP20,0.502,0.980,0.20838,16.3,20170216,132.8,252.9,103.9,25.6,0.322,0.741,11,MPO 338331,2003/02/11 704 LINEAR
-163348,2002 NN4,0.496,1.257,0.00697,20.1,20170216,82.3,222.2,259.5,5.4,0.434,0.876,6,MPO 390823,2002/07/09 704 LINEAR
-163243,2002 FB3,0.303,1.220,0.00383,16.5,20170216,277.0,148.3,203.6,20.3,0.602,0.762,10,MPO 379527,2002/03/18 704 LINEAR
-163023,2001 XU1,0.362,1.233,0.05576,19.2,20170216,239.7,208.5,69.7,27.2,0.546,0.797,6,MPO 341530,2001/12/08 704 LINEAR
-162694,2000 UH11,0.503,1.238,0.22393,19.6,20170216,204.5,187.4,29.8,32.2,0.422,0.870,4,MPO 280861,2000/10/25 704 LINEAR
-162483,2000 PJ5,0.547,1.199,0.17556,17.5,20170216,237.1,7.6,124.4,51.2,0.374,0.873,8,MPO 306159,2000/08/04 704 LINEAR
-162421,2000 ET70,0.830,1.064,0.02888,18.0,20170216,275.3,46.1,331.2,22.3,0.124,0.947,6,MPO 294169,2000/03/08 704 LINEAR
-162385,2000 BM19,0.475,1.006,0.08380,18.4,20170216,36.9,247.6,70.3,6.9,0.359,0.741,9,MPO 379522,2000/01/31 704 LINEAR
-162361,2000 AF6,0.517,1.239,0.02349,20.1,20170216,70.2,200.1,110.8,2.7,0.411,0.878,7,MPO 287683,2000/01/04 704 LINEAR
-162142,1998 VR,0.597,1.154,0.15217,18.7,20170216,306.0,170.7,46.4,21.8,0.318,0.876,8,MPO 390818,1998/11/10 704 LINEAR
-162117,1998 SD15,0.611,1.254,0.11159,19.1,20170216,262.8,35.8,183.9,26.8,0.345,0.933,6,MPO 390817,1998/09/23 704 LINEAR
-162080,1998 DG16,0.575,1.218,0.18763,19.9,20170216,313.6,356.9,344.4,16.2,0.358,0.897,5,MPO 333998,1998/02/27 566 NEAT
-162015,1994 TF2,0.711,1.275,0.25408,19.2,20170216,77.5,349.8,175.2,23.8,0.284,0.993,9,MPO 122918,1994/10/05 413 R. H. McNaught
-162004,1991 VE,0.299,1.483,0.05761,18.2,20170216,111.4,193.6,61.9,7.2,0.665,0.891,15,MPO 366964,"1991/11/03 675 E. F. Helin, K. J. Lawrence"
-153415,2001 QP153,0.701,1.082,0.07334,17.0,20170216,251.9,244.3,317.7,50.2,0.214,0.892,7,MPO 241133,2001/08/27 704 LINEAR
-153201,2000 WO107,0.200,1.623,0.00296,19.3,20170216,287.3,213.7,69.3,7.8,0.781,0.911,12,MPO 379488,2000/11/29 704 LINEAR
-152931,2000 EA107,0.506,1.353,0.16206,16.0,20170216,138.9,278.0,52.9,28.6,0.456,0.930,10,MPO 379487,2000/03/15 704 LINEAR
-152742,1998 XE12,0.229,1.527,0.11155,19.1,20170216,144.1,353.1,280.1,13.4,0.739,0.878,14,MPO 351921,1998/12/14 704 LINEAR
-152637,1997 NC1,0.685,1.045,0.01690,18.0,20170216,285.7,16.6,96.5,16.7,0.208,0.865,8,MPO 294132,1997/07/05 566 NEAT
-152563,1992 BF,0.661,1.154,0.06290,19.7,20170216,195.4,336.6,315.3,7.3,0.272,0.908,6,MPO 390761,"1992/01/30 675 K. J. Lawrence, E. F. Helin"
-144900,2004 VG64,0.334,1.603,0.02778,18.3,20170216,13.5,43.9,208.9,36.3,0.656,0.968,11,MPO 372081,2004/11/13 703 CSS
-141531,2002 GB,0.467,1.517,0.28048,19.1,20170216,89.1,8.3,40.8,22.6,0.529,0.992,15,MPO 382046,2002/04/01 704 LINEAR
-141498,2002 EZ16,0.400,1.444,0.17601,18.3,20170216,90.3,25.3,262.9,30.1,0.566,0.922,12,MPO 280730,2002/03/08 568 D. J. Tholen
-141484,2002 DB4,0.541,1.175,0.15330,16.4,20170216,46.6,94.1,234.3,16.6,0.370,0.858,9,MPO 338221,2002/02/26 699 LONEOS
-141432,2002 CQ11,0.559,1.398,0.01934,20.0,20170216,265.3,272.8,81.4,2.5,0.428,0.978,11,MPO 236908,2002/02/06 704 LINEAR
-141424,2002 CD,0.807,1.153,0.07276,20.5,20170216,313.7,331.8,8.7,6.9,0.177,0.980,6,MPO 345184,2002/02/01 704 LINEAR
-140333,2001 TD2,0.499,1.425,0.18499,18.8,20170216,210.7,199.1,12.9,19.0,0.482,0.962,6,MPO 214617,2001/10/10 644 NEAT
-138258,2000 GD2,0.396,1.119,0.07082,19.1,20170216,356.2,17.0,358.1,32.1,0.477,0.758,10,MPO 338199,2000/04/03 704 LINEAR
-138127,2000 EE14,0.309,1.015,0.02408,17.1,20170216,350.7,197.8,155.8,26.5,0.533,0.662,14,MPO 382034,2000/03/04 704 LINEAR
-137924,2000 BD19,0.092,1.661,0.09083,17.2,20170216,89.4,324.3,333.7,25.7,0.895,0.876,16,MPO 375988,2000/01/26 704 LINEAR
-137805,1999 YK5,0.366,1.292,0.11483,16.6,20170216,36.8,292.8,349.6,16.7,0.558,0.829,13,MPO 379428,1999/12/28 704 LINEAR
-137170,1999 HF1,0.440,1.198,0.17430,14.6,20170216,126.7,253.4,155.9,25.7,0.462,0.819,16,MPO 385596,1999/04/20 699 LONEOS
(136818) Selqet,1997 MW1,0.613,1.262,0.11308,18.9,20170216,35.0,203.8,260.0,12.8,0.346,0.938,9,MPO 385595,1997/06/29 683 R. A. Tucker
-105140,2000 NL10,0.167,1.661,0.35519,15.8,20170216,119.1,281.6,237.4,32.5,0.817,0.914,17,MPO 390451,2000/07/10 704 LINEAR
(99942) Apophis,2004 MN4,0.746,1.099,0.00004,19.2,20170216,353.4,126.7,204.1,3.3,0.192,0.923,10,MPO 381883,"2004/06/19 695 R. A. Tucker, D. J. Tholen, F. Bernardi"
-99907,1989 VA,0.295,1.162,0.15420,17.9,20170216,122.2,2.8,225.6,28.8,0.595,0.728,14,MPO 371796,1989/11/02 675 C. S. Shoemaker
-96590,1998 XB,0.589,1.227,0.11426,16.2,20170216,207.4,202.7,75.7,13.6,0.351,0.908,13,MPO 390390,1998/12/01 327 Beijing Schmidt CCD Asteroid Program
-88213,2001 AF2,0.386,1.522,0.17215,19.4,20170216,232.5,195.0,114.3,17.8,0.595,0.954,8,MPO 375615,2001/01/02 704 LINEAR
-87684,2000 SY2,0.307,1.411,0.04591,16.1,20170216,314.5,47.8,162.1,19.2,0.643,0.859,14,MPO 390330,2000/09/20 704 LINEAR
-87309,2000 QP,0.455,1.240,0.20240,17.6,20170216,291.9,188.2,294.3,34.7,0.463,0.847,8,MPO 366233,2000/08/21 704 LINEAR
-86667,2000 FO10,0.348,1.370,0.13300,17.6,20170216,230.3,172.4,208.4,14.3,0.595,0.859,11,MPO 381826,2000/03/30 704 LINEAR
-86450,2000 CK33,0.566,1.370,0.12469,18.2,20170216,58.6,215.6,124.9,18.1,0.415,0.968,6,MPO 160678,2000/02/02 704 LINEAR
-85989,1999 JD6,0.324,1.442,0.04812,17.1,20170216,252.9,309.2,130.2,17.1,0.633,0.883,13,MPO 348043,1999/05/12 699 LONEOS
-85953,1999 FK21,0.219,1.258,0.07055,18.1,20170216,332.0,172.4,180.5,12.6,0.703,0.739,11,MPO 379171,1999/03/24 704 LINEAR
-85770,1998 UP1,0.654,1.343,0.08373,20.5,20170216,229.2,234.3,18.4,33.2,0.345,0.998,17,MPO 314011,1998/10/18 704 LINEAR
-68347,2001 KB67,0.597,1.329,0.01430,19.9,20170216,308.4,243.9,245.9,17.1,0.380,0.963,4,MPO 200132,2001/05/30 704 LINEAR
-66400,1999 LT7,0.366,1.345,0.05883,19.3,20170216,359.3,341.3,79.9,9.1,0.573,0.855,7,MPO 313890,1999/06/09 704 LINEAR
-66391,1999 KW4,0.200,1.084,0.01306,16.5,20170216,336.0,192.6,244.9,38.9,0.689,0.642,15,MPO 385238,1999/05/20 704 LINEAR
-66146,1998 TU3,0.406,1.168,0.07337,14.6,20170216,240.5,84.7,102.2,5.4,0.484,0.787,17,MPO 371543,1998/10/13 704 LINEAR
-66063,1998 RO1,0.277,1.704,0.09189,18.1,20170216,149.1,151.1,351.9,22.7,0.720,0.991,14,MPO 267910,1998/09/14 704 LINEAR
-65679,1989 UQ,0.673,1.157,0.01412,19.4,20170216,282.1,14.9,178.2,1.3,0.265,0.915,10,MPO 390168,1989/10/26 010 C. Pollas
-33342,1998 WT24,0.419,1.019,0.00945,17.9,20170216,179.5,167.3,81.9,7.4,0.418,0.719,11,MPO 381518,1998/11/25 704 LINEAR
-5604,1992 FE,0.552,1.306,0.03374,17.2,20170216,66.1,82.4,312.1,4.7,0.406,0.929,13,MPO 381304,1992/03/26 413 R. H. McNaught
-5590,1990 VA,0.710,1.261,0.12096,19.7,20170216,85.7,34.5,216.3,14.2,0.279,0.986,7,MPO 41499,1990/11/09 691 Spacewatch
(5381) Sekhmet,1991 JY,0.667,1.228,0.11220,16.6,20170216,86.7,37.4,58.5,49.0,0.296,0.947,13,MPO 384802,1991/05/14 675 C. S. Shoemaker
(3753) Cruithne,1986 TO,0.484,1.511,0.07142,15.6,20170216,59.7,43.8,126.2,19.8,0.515,0.998,34,MPO 389619,1986/10/10 413 J. D. Waldron
(3554) Amun,1986 EB,0.701,1.247,0.24948,15.82,20170216,235.1,359.4,358.6,23.4,0.280,0.974,21,MPO 378619,"1986/03/04 675 C. S. Shoemaker, E. M. Shoemaker"
(3362) Khufu,1984 QA,0.526,1.453,0.01336,18.3,20170216,76.3,55.0,152.5,9.9,0.469,0.990,18,MPO 73856,"1984/08/30 675 R. S. Dunbar, M. A. Barucci"
(2340) Hathor,1976 UA,0.464,1.224,0.00674,20.2,20170216,93.1,40.0,211.4,5.9,0.450,0.844,7,MPO 365273,1976/10/22 675 C. T. Kowal
(2100) Ra-Shalom,1978 RA,0.469,1.195,0.15037,16.05,20170216,53.3,356.1,170.8,15.8,0.437,0.832,20,MPO 389599,1978/09/10 675 E. F. Helin
(2062) Aten,1976 AA,0.790,1.143,0.11316,16.80,20170216,315.2,148.0,108.6,18.9,0.183,0.967,18,MPO 389598,1976/01/07 675 E. F. Helin
